Car_Brand,Car_Model,Year,Car_Condition,Mileage,Price
Lexus,IS 250,2008,Nigerian Used,96234,3780000
Ford,F-150,2008,Nigerian Used,188148,3150000
Mercedes-Benz,ML 320,2001,Nigerian Used,285639,2100000
Kia,Sorento,2004,Nigerian Used,285831,2310000
Ford,Explorer,2013,Foreign Used,202475,12272000
Toyota,Highlander,2001,Nigerian Used,188119,3150000
Toyota,Sienna,2000,Nigerian Used,341345,1924000
Lexus,ES 350,2009,Foreign Used,95463,10400000
Toyota,Camry,2007,Nigerian Used,167695,3744000
Nissan,Pathfinder,2014,Foreign Used,311845,6405000
Honda,Accord,2009,Nigerian Used,194882,2352000
Honda,Civic,2004,Foreign Used,198180,3570000
Hyundai,Santa Fe,2003,Nigerian Used,143316,1575000
Lexus,RX 350,2011,Foreign Used,152909,12180000
Volkswagen,Passat,2007,Nigerian Used,316587,2205000
Toyota,Camry,2001,Nigerian Used,149941,1872000
Honda,HR-V,2001,Nigerian Used,241356,4200000
Toyota,Highlander Limited,2013,Nigerian Used,144661,9387000
Toyota,Camry,2007,Foreign Used,320818,5250000
Honda,Pilot,2003,Nigerian Used,442998,1491000
Toyota,Highlander Limited,2005,Nigerian Used,190603,3570000
GMC,Terrain,2015,Nigerian Used,313528,11025000
Toyota,Camry,2015,Nigerian Used,167274,9135000
Toyota,RAV4,2011,Nigerian Used,277765,4725000
Honda,Odyssey,2016,Nigerian Used,42734,14700000
Toyota,Sienna,2004,Nigerian Used,296698,4680000
Mercedes-Benz,E 350,2011,Nigerian Used,208716,8320000
Toyota,Camry,2003,Nigerian Used,180474,2912000
Honda,Odyssey,2002,Nigerian Used,268732,1260000
Volkswagen,Passat,2003,Nigerian Used,154011,2100000
Honda,Pilot,2006,Nigerian Used,330590,2226000
Suzuki,Grand Vitara,2006,Nigerian Used,259531,4200000
Infiniti,M35,2009,Nigerian Used,153985,2310000
Lexus,ES 350,2008,Foreign Used,69044,8320000
Nissan,Pathfinder,2007,Nigerian Used,325437,4264000
Toyota,Camry,2003,Nigerian Used,216041,2808000
Honda,Accord,2005,Nigerian Used,244610,1768000
Honda,Accord,2008,Nigerian Used,50808,2912000
Peugeot,406,2008,Nigerian Used,188246,3150000
Lexus,ES 330,2003,Nigerian Used,148130,2992500
GMC,Acadia,2011,Nigerian Used,312076,5250000
Honda,Crosstour,2012,Foreign Used,122048,8320000
Mazda,CX-9,2008,Nigerian Used,73666,3591000
Jeep,Liberty,2006,Foreign Used,249553,5250000
Nissan,Pathfinder,2005,Nigerian Used,120198,2912000
Ford,Fusion,2012,Foreign Used,242294,2625000
Lexus,GS 350,2007,Nigerian Used,310961,5096000
Mercedes-Benz,GL 450,2010,Nigerian Used,213923,4235000
Toyota,RAV4,2006,Foreign Used,338864,7072000
Toyota,Avensis,2007,Nigerian Used,147792,1470000
Toyota,Corolla,2017,Foreign Used,250274,12500000
Nissan,Xterra,2004,Nigerian Used,320218,1335600
Mitsubishi,Outlander,2005,Nigerian Used,144934,2100000
Lexus,RX 330,2005,Nigerian Used,307731,4305000
Toyota,Sienna,2009,Nigerian Used,130645,4160000
Opel,Zafira,2000,Nigerian Used,252410,2835000
Toyota,Corolla,2004,Nigerian Used,358184,3016000
Land Rover,LR3,2007,Nigerian Used,145636,4200000
Volkswagen,Jetta,2010,Foreign Used,92455,4725000
Honda,Pilot,2005,Nigerian Used,215316,1575000
Lexus,ES 350,2012,Foreign Used,225726,7770000
Volkswagen,Sharan,2000,Nigerian Used,245635,2415000
Toyota,Tacoma,2002,Nigerian Used,359832,4200000
Honda,Accord,2002,Nigerian Used,449001,945000
Toyota,Sienna,2000,Nigerian Used,144501,1872000
Nissan,Micra,2002,Nigerian Used,154677,1050000
Opel,Meriva,2004,Nigerian Used,273512,2415000
Chrysler,Pacifica,2008,Nigerian Used,204693,2835000
Honda,Pilot,2007,Nigerian Used,347979,2100000
Volkswagen,Comfort Coupe,2012,Nigerian Used,136003,5565000
Toyota,Camry,2008,Nigerian Used,133577,3990000
Lexus,RX 400h,2006,Foreign Used,239270,7350000
Nissan,Frontier,2003,Nigerian Used,115589,2520000
Ford,Edge,2012,Nigerian Used,291306,5512000
Land Rover,Range Rover Evoque,2013,Nigerian Used,79448,8190000
Toyota,Camry,2004,Nigerian Used,144822,2704000
Toyota,Highlander,2015,Foreign Used,106243,20800000
Honda,HR-V,2021,Nigerian Used,51077,14700000
Mercedes-Benz,GL 550,2008,Nigerian Used,135290,4515000
Mercedes-Benz,ML 350 4MATIC,2010,Nigerian Used,176472,4725000
Land Rover,LR4,2012,Nigerian Used,135742,5775000
Toyota,Sienna,2004,Foreign Used,380308,2415000
Infiniti,JX35,2013,Nigerian Used,98131,4725000
Land Rover,Range Rover Sport,2010,Nigerian Used,260046,7176000
Foton,Sup,2014,Nigerian Used,89932,3150000
Mercedes-Benz,GL 450,2010,Nigerian Used,187190,8320000
Honda,Accord,2009,Nigerian Used,237086,3328000
Mercedes-Benz,E 350,2013,Foreign Used,214578,13104000
Saturn,Vue,2008,Nigerian Used,156800,3150000
Mercedes-Benz,C 300,2008,Nigerian Used,149705,5720000
Mercedes-Benz,GL 550 4MATIC,2009,Nigerian Used,142308,7280000
Honda,CR-V,2007,Nigerian Used,147528,4160000
Mercedes-Benz,GL 450 4MATIC,2008,Nigerian Used,168371,7488000
Nissan,Quest,2004,Foreign Used,174329,3780000
Toyota,Camry,2009,Foreign Used,387125,6760000
Nissan,Micra,2005,Nigerian Used,207680,1890000
Infiniti,QX60,2015,Nigerian Used,216412,22050000
Mercedes-Benz,GLE 350,2020,Foreign Used,74028,80080000
Toyota,Yaris,2003,Foreign Used,154898,3675000
Nissan,Qashqai,2023,Nigerian Used,235,36750000
Lexus,ES 330,2005,Nigerian Used,274506,3744000
Toyota,Camry,2006,Nigerian Used,145028,2625000
Chevrolet,Nubira,2006,Foreign Used,353798,2835000
Lexus,IS 350,2006,Nigerian Used,220412,4680000
Toyota,Camry,2020,Foreign Used,18071,26000000
Mercedes-Benz,C 240,2001,Nigerian Used,116827,1890000
Nissan,Pathfinder,2011,Nigerian Used,97801,5775000
Toyota,Sienna,2002,Nigerian Used,253988,2912000
Hyundai,Ix35,2013,Nigerian Used,185795,4725000
Toyota,Camry,2006,Nigerian Used,233502,3120000
Ford,Explorer,2014,Nigerian Used,244446,7280000
Ford,Edge,2009,Foreign Used,188026,5310375
Mercedes-Benz,E 350,2003,Nigerian Used,252512,2310000
Nissan,Altima,2008,Nigerian Used,230208,1942500
Lexus,ES 350,2007,Nigerian Used,145262,5720000
Lexus,RX 330,2005,Nigerian Used,187013,4410000
Lexus,RX 330,2006,Nigerian Used,227666,4725000
Honda,Accord,2006,Nigerian Used,108877,2808000
Mercedes-Benz,C 350,2008,Nigerian Used,42626,6240000
Mercedes-Benz,E 250,2008,Nigerian Used,35446,2940000
Opel,Zafira,2012,Nigerian Used,208788,1890000
GMC,Acadia,2007,Nigerian Used,93864,6300000
Toyota,Camry,2002,Nigerian Used,101605,3432000
Acura,RDX,2010,Foreign Used,269577,7140000
Toyota,Camry,2003,Nigerian Used,32164,2310000
Toyota,Highlander,2008,Nigerian Used,166716,7072000
Toyota,Sienna,2006,Nigerian Used,110339,4680000
Ford,Escape,2010,Nigerian Used,277578,3675000
Kia,Rio,2020,Nigerian Used,35269,10500000
Toyota,4-Runner,2011,Foreign Used,122089,19760000
Mercedes-Benz,GL 450 4MATIC,2014,Foreign Used,225341,18270000
Acura,MDX,2005,Nigerian Used,262481,1806000
Toyota,4-Runner,2003,Nigerian Used,228034,2394000
Toyota,Tundra,2014,Nigerian Used,106300,13650000
Honda,CR-V,2015,Nigerian Used,88852,8925000
Nissan,Micra,2002,Nigerian Used,80300,1260000
Toyota,Sienna,2010,Foreign Used,200520,9048000
Mercedes-Benz,GLA 250,2015,Foreign Used,217866,17850000
Toyota,Avalon,2006,Nigerian Used,397640,4056000
Ford,Taurus,2015,Foreign Used,232102,9450000
Toyota,Corolla,2008,Nigerian Used,177394,2835000
Toyota,Prius HSD Hybrid,2005,Nigerian Used,210821,2310000
Acura,TSX,2004,Nigerian Used,289807,1732500
Honda,Pilot,2011,Foreign Used,132795,8164000
Acura,TSX,2010,Nigerian Used,4981,4680000
Toyota,Sienna CE,2007,Nigerian Used,293894,4888000
Toyota,Land Cruiser Prado,2007,Nigerian Used,94441,7665000
Toyota,Highlander,2005,Nigerian Used,166649,3045000
Toyota,Sienna LE,2001,Nigerian Used,402019,1522500
Honda,Odyssey,2001,Nigerian Used,316697,2100000
Toyota,Hiace,2000,Nigerian Used,421092,3150000
Toyota,Camry,2001,Nigerian Used,246157,1365000
Toyota,Camry,2002,Nigerian Used,235109,1302000
Peugeot,307,2005,Nigerian Used,330590,1338750
Buick,Enclave,2011,Nigerian Used,134912,5250000
Honda,CR-V,2008,Nigerian Used,102974,4264000
Kia,Sedona,2016,Foreign Used,80103,7350000
Kia,Optima,2009,Nigerian Used,121249,1680000
Ford,Edge,2008,Nigerian Used,198134,3432000
Nissan,Primera,2000,Nigerian Used,215604,1260000
Pontiac,Vibe,2009,Foreign Used,182373,5512000
Honda,Accord,2008,Nigerian Used,146484,2268000
Toyota,Avensis,2005,Foreign Used,295375,5250000
Land Rover,LR3,2006,Nigerian Used,269759,3150000
Peugeot,RC,2014,Foreign Used,59321,5984998
Honda,CR-V,2000,Nigerian Used,129221,1470000
Toyota,Camry,2021,Foreign Used,38691,31200000
Lexus,GX 470,2004,Nigerian Used,186195,4641000
Toyota,Corolla,2004,Nigerian Used,135952,2625000
Mercedes-Benz,C 300,2008,Nigerian Used,198125,7800000
Ford,Edge,2008,Nigerian Used,354618,3120000
Honda,Crosstour,2013,Foreign Used,200219,9345000
Infiniti,FX35,2007,Nigerian Used,195079,3045000
Mercedes-Benz,ML 350,2006,Nigerian Used,303563,3727500
Toyota,Corolla,2012,Foreign Used,127742,7696000
Toyota,Corolla,2005,Nigerian Used,155800,3016000
Toyota,Camry,2011,Nigerian Used,251241,4200000
Ford,Fusion,2006,Nigerian Used,110373,2415000
Honda,Pilot,2006,Nigerian Used,127491,3120000
Toyota,Fortuner,2017,Nigerian Used,89852,34650000
Honda,Pilot,2009,Nigerian Used,246542,4160000
BMW,328i,2010,Foreign Used,463333,3150000
Ford,Focus,2018,Foreign Used,89878,5670000
Toyota,Corolla,2010,Foreign Used,363400,6300000
Toyota,Highlander,2003,Nigerian Used,98777,3045000
Honda,Civic,2012,Foreign Used,370320,7800000
Mitsubishi,Outlander,2004,Nigerian Used,174671,1995000
Toyota,Camry,2010,Nigerian Used,308935,5200000
Lexus,GX 460,2014,Foreign Used,152361,31720000
Nissan,X-Trail,2005,Nigerian Used,419350,1260000
Acura,TL,2005,Nigerian Used,318414,2310000
Toyota,Corolla,2009,Nigerian Used,89831,4095000
Honda,Accord,2003,Nigerian Used,360225,1155000
Toyota,Camry,2009,Nigerian Used,202217,2730000
Toyota,Camry,2005,Nigerian Used,184939,1942500
Mercedes-Benz,ML 350 4MATIC,2010,Nigerian Used,178565,8112000
Toyota,Highlander,2009,Foreign Used,119512,7035000
Ford,Edge,2008,Nigerian Used,136635,4160000
Honda,Civic,2010,Nigerian Used,229634,3016000
Honda,Accord,2006,Nigerian Used,457443,2100000
Toyota,Sienna XLE,2001,Nigerian Used,465401,3224000
Toyota,RAV4,2017,Foreign Used,187117,17160000
Chevrolet,Impala,2010,Nigerian Used,103526,1890000
Toyota,RAV4,2001,Nigerian Used,352244,2496000
Toyota,Avalon,2008,Nigerian Used,148145,1680000
Toyota,Sienna LE,2011,Foreign Used,100969,8925000
Nissan,Quest,2007,Nigerian Used,165742,2940000
Porsche,Macan,2020,Nigerian Used,50874,105000000
Ford,Focus,2017,Foreign Used,213535,8400000
Nissan,Titan,2007,Foreign Used,363171,5460000
Toyota,4-Runner,2005,Nigerian Used,54023,2520000
Lexus,RX 300,2001,Nigerian Used,319350,2002350
Honda,Crosstour,2010,Foreign Used,169469,7350000
Toyota,4-Runner,2011,Foreign Used,56919,20800000
Honda,Pilot,2010,Nigerian Used,119078,5408000
Toyota,Corolla,2006,Nigerian Used,238593,2205000
Mazda,CX-9,2008,Nigerian Used,68009,4160000
Toyota,Matrix,2006,Nigerian Used,283658,2310000
Toyota,Sienna XLE,2004,Nigerian Used,284281,2625000
Volkswagen,Jetta,2013,Foreign Used,225511,7350000
BMW,X5,2010,Nigerian Used,109213,3675000
Toyota,RAV4,2007,Nigerian Used,238280,3770812
Mercedes-Benz,E 350,2011,Nigerian Used,150172,11960000
Toyota,Corolla,2010,Nigerian Used,178567,5200000
Mazda,6,2007,Foreign Used,207710,3150000
Ford,Explorer,2012,Nigerian Used,253981,5775000
Toyota,Sienna,2007,Nigerian Used,118985,3255000
Honda,Accord,2009,Nigerian Used,186144,2730000
BMW,328i,2007,Nigerian Used,261918,2730000
BMW,5 Series,2010,Foreign Used,140925,5565000
Mercedes-Benz,E 200,2004,Nigerian Used,86309,2730000
Toyota,Camry,2002,Nigerian Used,2804,2184000
Toyota,Highlander,2009,Nigerian Used,124549,5250000
Mercedes-Benz,E 550,2007,Nigerian Used,133839,3150000
Honda,Accord,2011,Nigerian Used,73339,2520000
Mercedes-Benz,ML 350,2006,Nigerian Used,191297,7488000
Toyota,Corolla,2020,Foreign Used,1605,31200000
Nissan,Versa,2008,Nigerian Used,162541,2625000
Toyota,Venza,2012,Foreign Used,300314,14040000
Toyota,Highlander Limited,2009,Nigerian Used,208852,5670000
Toyota,Avalon,2006,Foreign Used,224282,5720000
Peugeot,406,2008,Nigerian Used,409383,2887500
Nissan,Maxima,2011,Nigerian Used,326649,3780000
Honda,Pilot,2003,Nigerian Used,201282,2080000
Ford,Edge,2009,Foreign Used,286359,5565000
Toyota,Camry,2002,Nigerian Used,172825,3120000
Toyota,Avensis,2005,Nigerian Used,209103,2808000
Acura,MDX,2007,Nigerian Used,305349,4992000
Toyota,Avensis,2002,Nigerian Used,187251,3465000
Mercedes-Benz,E 400,2016,Nigerian Used,101794,11550000
Mercedes-Benz,GL 450,2014,Nigerian Used,211890,17850000
Toyota,Yaris,2001,Foreign Used,134531,3150000
Toyota,Highlander,2012,Foreign Used,111861,14560000
Mercedes-Benz,ML 320,2002,Nigerian Used,121107,3328000
Lexus,GS 300,2006,Nigerian Used,197148,3675000
BMW,X5,2004,Nigerian Used,259467,2100000
Ford,Edge,2008,Nigerian Used,379329,3120000
Toyota,Camry,2003,Nigerian Used,293704,2415000
Lexus,ES 350,2010,Foreign Used,191474,9880000
Subaru,Tribeca,2008,Nigerian Used,259322,3465000
BMW,X5,2002,Nigerian Used,245584,2415000
Mercedes-Benz,C 250,2013,Foreign Used,162853,7854000
Jeep,Compass,2007,Nigerian Used,229409,2520000
Acura,MDX,2001,Nigerian Used,213223,2392000
Nissan,Micra,2002,Foreign Used,250315,2205000
Mercedes-Benz,G 500,2014,Nigerian Used,27292,78000000
Toyota,Camry,2020,Foreign Used,140910,21404250
Honda,Accord,2001,Nigerian Used,584031,1248000
Toyota,Tundra,2013,Foreign Used,28174,17680000
Toyota,Corolla,2011,Nigerian Used,260074,5720000
Toyota,Avensis,2013,Foreign Used,233280,5985000
Mitsubishi,Carisma,2003,Nigerian Used,127494,1522500
Lexus,RX 350,2016,Foreign Used,1221,36400000
Toyota,Camry,2003,Nigerian Used,510261,2392000
Hyundai,Sonata,2006,Nigerian Used,511227,2310000
Nissan,Rogue,2010,Foreign Used,383120,6240000
Honda,Crosstour,2011,Foreign Used,142231,9660000
Toyota,Sienna XLE,2000,Nigerian Used,298658,1680000
Opel,Zafira,2001,Nigerian Used,282732,1680000
Honda,Accord,2003,Nigerian Used,334361,1560000
Toyota,Avensis,2006,Nigerian Used,128122,2625000
Toyota,Highlander,2002,Nigerian Used,133778,4576000
Honda,Accord,2011,Nigerian Used,289987,2625000
Toyota,Corolla,2004,Nigerian Used,306043,2808000
Toyota,Highlander Limited,2009,Foreign Used,62568,10920000
Mazda,5,2013,Foreign Used,96521,4515000
Toyota,Highlander Limited,2005,Nigerian Used,214385,4732000
Mercedes-Benz,C 230,2006,Nigerian Used,474382,2310000
Hyundai,Genesis,2010,Nigerian Used,178921,7875000
Mercedes-Benz,E 350,2007,Nigerian Used,400479,3120000
Nissan,Altima,2005,Nigerian Used,285115,1560000
Toyota,Matrix,2005,Nigerian Used,232747,3120000
Toyota,Sequoia,2010,Nigerian Used,189066,21000000
Mazda,6,2005,Nigerian Used,374862,1365000
Mercedes-Benz,C 350,2011,Nigerian Used,85720,6300000
Ford,F-150,2005,Nigerian Used,870591,4725000
Honda,Accord,2005,Nigerian Used,94896,1716000
Toyota,Camry,2016,Nigerian Used,51564,9880000
Toyota,4-Runner,2003,Nigerian Used,315940,4420000
Ford,F-150,2007,Nigerian Used,179290,7350000
Toyota,Corolla,2007,Nigerian Used,185818,3150000
Toyota,Camry,2009,Nigerian Used,128908,4515000
Toyota,Camry,2015,Foreign Used,161668,12480000
Kia,Optima,2013,Nigerian Used,112078,5775000
Toyota,Corolla,2005,Nigerian Used,273185,3640000
Mazda,CX-9,2008,Nigerian Used,148214,4056000
Honda,Accord,2022,Foreign Used,22646,16800000
Land Rover,Range Rover Evoque,2013,Foreign Used,140920,15600000
Honda,Pilot,2011,Foreign Used,111960,8944000
Peugeot,307,2005,Nigerian Used,410363,2600000
Nissan,Altima,2009,Nigerian Used,212205,2288000
Toyota,Sienna,2003,Nigerian Used,240172,2600000
Dodge,Journey,2012,Nigerian Used,314759,2835000
Toyota,Camry,2004,Nigerian Used,238872,3120000
Toyota,Camry,2016,Foreign Used,62748,15080000
Toyota,Camry,2009,Nigerian Used,218539,3675000
Mercedes-Benz,GL 450,2008,Foreign Used,158190,10400000
Lexus,RX 350,2021,Foreign Used,15299,39900000
Kia,Sedona,2003,Nigerian Used,257990,1785000
Hyundai,Tucson,2005,Nigerian Used,200768,2310000
Lexus,IS 250,2008,Foreign Used,160478,4410000
Ford,Maverick,2003,Foreign Used,144887,3465000
Honda,Pilot,2007,Nigerian Used,158540,7280000
Toyota,Camry,2013,Nigerian Used,180155,6229589
Mercedes-Benz,C 200,2003,Foreign Used,395665,3675000
Hyundai,Sonata,2000,Nigerian Used,235332,1312500
Volkswagen,Polo,2015,Nigerian Used,116299,1785000
Volkswagen,Bora,2004,Nigerian Used,223908,1995000
Toyota,Tacoma,2009,Nigerian Used,42126,4882500
Ford,Explorer,2005,Foreign Used,319922,4680000
Ford,Explorer,2006,Nigerian Used,286155,3640000
Volkswagen,Golf,2012,Nigerian Used,210002,3150000
Nissan,Xterra,2002,Nigerian Used,288589,1664000
Hyundai,Tucson,2013,Nigerian Used,105121,5460000
Chevrolet,Cruze,2010,Nigerian Used,120982,3150000
Mazda,626,2003,Nigerian Used,177804,1050000
BMW,X5,2007,Foreign Used,120700,7245000
Mercedes-Benz,S 550,2014,Nigerian Used,145893,31200000
Toyota,Avensis,2007,Nigerian Used,167858,5250000
Lexus,LS 460,2007,Nigerian Used,111506,6300000
Hyundai,Sonata,2015,Foreign Used,116161,9880000
BMW,3 Series,2001,Nigerian Used,224267,1837500
Toyota,Sienna,2005,Nigerian Used,78142,4680000
Lexus,GS 350,2007,Foreign Used,120510,8840000
Toyota,Hilux,2007,Foreign Used,289917,13650000
Lexus,LX 570,2008,Nigerian Used,146459,47250000
Lexus,RX 330,2004,Nigerian Used,282765,5200000
Toyota,Corolla,2016,Nigerian Used,305454,8216000
Dodge,Journey,2013,Nigerian Used,84641,6405000
BMW,X5,2008,Nigerian Used,235888,6240000
Peugeot,307,2008,Nigerian Used,758093,1361062
Toyota,Tundra,2002,Nigerian Used,271287,4200000
Toyota,Highlander,2017,Nigerian Used,58167,21840000
Toyota,Camry,2007,Nigerian Used,233698,3640000
Toyota,Camry,2003,Nigerian Used,412180,2600000
Toyota,Camry,2015,Foreign Used,328178,13520000
Honda,Accord,2008,Nigerian Used,189427,3328000
Nissan,Tiida,2007,Nigerian Used,246144,1995000
Toyota,Tundra,2008,Nigerian Used,137286,10920000
Lexus,RX 300,2003,Nigerian Used,222914,2205000
Toyota,Corolla,2007,Nigerian Used,118580,4160000
Mercedes-Benz,ML 320,2008,Nigerian Used,97176,4680000
Mazda,CX-9,2009,Nigerian Used,110023,4472000
Land Rover,Range Rover Sport,2006,Nigerian Used,130740,4160000
Lexus,GX 470,2005,Nigerian Used,305560,6240000
Toyota,Avalon,2008,Nigerian Used,186291,3224000
Mercedes-Benz,MB100,2014,Nigerian Used,140290,5250000
Jeep,Liberty,2006,Nigerian Used,112099,1890000
Toyota,Avalon,2008,Nigerian Used,115661,3588000
Toyota,Sienna,2007,Foreign Used,145384,6032000
Toyota,Venza,2011,Foreign Used,328699,11960000
BMW,X6,2013,Nigerian Used,191246,13125000
Toyota,Camry,2003,Nigerian Used,208901,2300000
Toyota,Camry,2007,Foreign Used,244077,5565000
Ford,Explorer,2013,Foreign Used,196450,11500000
Toyota,Camry,2005,Nigerian Used,272604,2415000
Infiniti,QX56,2012,Nigerian Used,104246,8925000
Lexus,GS 350,2006,Nigerian Used,237396,5200000
Porsche,Cayenne,2004,Nigerian Used,999992,2625000
Toyota,Sienna LE,2010,Nigerian Used,385902,3675000
Mercedes-Benz,GL 450,2014,Foreign Used,235969,22050000
Acura,MDX,2005,Nigerian Used,308098,2912000
Ford,Explorer,2017,Nigerian Used,99830,13650000
Ford,F-150,2010,Foreign Used,294924,11475000
Kia,Carnival,2007,Nigerian Used,303773,3150000
Toyota,Camry,2008,Nigerian Used,151596,2625000
Mercedes-Benz,GL 450 4MATIC,2011,Nigerian Used,111306,5250000
